timestep,vehicle_id,x,y,z,speed
543,veh36,4000.0,1335.83,0.0,15.99
543,veh37,5938.87,0.0,0.0,18.54
543,veh38,7463.49,0.0,0.0,19.34
543,veh39,5000.0,649.12,0.0,14.11
543,veh40,445.76,0.0,0.0,19.46
543,veh41,10000.0,2367.67,0.0,19.09
543,veh42,6454.98,10000.0,0.0,15.59
543,veh43,1199.44,10000.0,0.0,16.27
543,veh44,356.84,3000.0,0.0,12.23
543,veh45,648.35,3000.0,0.0,14.09
543,veh46,1413.62,2000.0,0.0,13.97
543,veh47,2000.0,1037.02,0.0,18.37
543,veh48,3042.0,2000.0,0.0,16.53
543,veh49,10000.0,8696.49,0.0,11.64
544,veh0,9000.0,7902.45,0.0,18.21
544,veh1,425.21,4000.0,0.0,17.63
544,veh2,10000.0,311.49,0.0,15.98
544,veh3,0.0,6056.16,0.0,18.52
544,veh4,7285.78,4000.0,0.0,11.55
544,veh5,0.0,1793.65,0.0,18.78
544,veh6,0.0,1193.66,0.0,14.35
544,veh7,0.0,9661.77,0.0,11.66
544,veh8,10000.0,9637.56,0.0,19.08
544,veh9,2016.33,5000.0,0.0,14.68
544,veh10,10000.0,9722.01,0.0,17.88
544,veh11,10000.0,4440.38,0.0,19.22
544,veh12,5000.0,4598.27,0.0,13.98
544,veh13,4933.16,2000.0,0.0,11.16
544,veh14,1262.35,4000.0,0.0,15.21
544,veh15,0.0,6897.28,0.0,14.9
544,veh16,2556.87,0.0,0.0,11.87
544,veh17,3000.0,3159.59,0.0,11.32
544,veh18,6757.61,10000.0,0.0,19.82
544,veh19,7000.0,697.63,0.0,17.1
544,veh20,6000.0,9342.74,0.0,17.76
544,veh21,9000.0,7826.33,0.0,14.41
544,veh22,185.01,3000.0,0.0,13.21
544,veh23,9000.0,9696.73,0.0,18.95
544,veh24,5000.0,463.63,0.0,17.53
544,veh25,2530.48,7000.0,0.0,13.73
544,veh26,4000.0,9240.92,0.0,12.44
544,veh27,268.92,5000.0,0.0,19.74
544,veh28,5000.0,2385.01,0.0,14.0
544,veh29,3000.0,1490.75,0.0,11.97
544,veh30,10000.0,1246.88,0.0,17.93
544,veh31,3121.91,10000.0,0.0,16.78
544,veh32,10000.0,3849.24,0.0,18.75
544,veh33,8000.0,2160.87,0.0,15.01
544,veh34,9806.21,0.0,0.0,18.03
544,veh35,0.0,2778.2,0.0,18.81
544,veh36,4000.0,1319.85,0.0,15.99
544,veh37,5920.32,0.0,0.0,18.54
544,veh38,7482.83,0.0,0.0,19.34
544,veh39,5000.0,663.23,0.0,14.11
544,veh40,426.3,0.0,0.0,19.46
544,veh41,10000.0,2386.77,0.0,19.09
544,veh42,6470.58,10000.0,0.0,15.59
544,veh43,1183.17,10000.0,0.0,16.27
544,veh44,344.6,3000.0,0.0,12.23
544,veh45,662.45,3000.0,0.0,14.09
544,veh46,1399.64,2000.0,0.0,13.97
544,veh47,2000.0,1018.65,0.0,18.37
544,veh48,3025.47,2000.0,0.0,16.53
544,veh49,10000.0,8684.86,0.0,11.64
545,veh0,9000.0,7920.66,0.0,18.21
545,veh1,407.57,4000.0,0.0,17.63
545,veh2,10000.0,295.51,0.0,15.98
545,veh3,0.0,6074.68,0.0,18.52
545,veh4,7297.33,4000.0,0.0,11.55
545,veh5,0.0,1774.88,0.0,18.78
545,veh6,0.0,1179.31,0.0,14.35
545,veh7,0.0,9650.1,0.0,11.66
545,veh8,10000.0,9618.48,0.0,19.08
545,veh9,2001.66,5000.0,0.0,14.68
545,veh10,10000.0,9739.89,0.0,17.88
545,veh11,10000.0,4459.6,0.0,19.22
545,veh12,5000.0,4612.24,0.0,13.98
545,veh13,4922.0,2000.0,0.0,11.16
545,veh14,1277.56,4000.0,0.0,15.21
545,veh15,0.0,6882.38,0.0,14.9
545,veh16,2545.0,0.0,0.0,11.87
545,veh17,3000.0,3170.91,0.0,11.32
545,veh18,6777.43,10000.0,0.0,19.82
545,veh19,7000.0,680.53,0.0,17.1
545,veh20,6000.0,9324.97,0.0,17.76
545,veh21,9000.0,7840.74,0.0,14.41
545,veh22,198.22,3000.0,0.0,13.21
545,veh23,9000.0,9677.78,0.0,18.95
545,veh24,5000.0,446.1,0.0,17.53
545,veh25,2516.75,7000.0,0.0,13.73
545,veh26,4000.0,9228.48,0.0,12.44
545,veh27,249.19,5000.0,0.0,19.74
545,veh28,5000.0,2371.01,0.0,14.0
545,veh29,3000.0,1478.79,0.0,11.97
545,veh30,10000.0,1228.95,0.0,17.93
545,veh31,3138.69,10000.0,0.0,16.78
545,veh32,10000.0,3830.49,0.0,18.75
545,veh33,8000.0,2175.87,0.0,15.01
545,veh34,9824.23,0.0,0.0,18.03
545,veh35,0.0,2759.4,0.0,18.81
545,veh36,4000.0,1303.86,0.0,15.99
545,veh37,5901.78,0.0,0.0,18.54
545,veh38,7502.16,0.0,0.0,19.34
545,veh39,5000.0,677.34,0.0,14.11
545,veh40,406.84,0.0,0.0,19.46
545,veh41,10000.0,2405.86,0.0,19.09
545,veh42,6486.17,10000.0,0.0,15.59
545,veh43,1166.91,10000.0,0.0,16.27
545,veh44,332.37,3000.0,0.0,12.23
545,veh45,676.54,3000.0,0.0,14.09
545,veh46,1385.67,2000.0,0.0,13.97
545,veh47,2000.0,1000.29,0.0,18.37
545,veh48,3008.95,2000.0,0.0,16.53
545,veh49,10000.0,8673.22,0.0,11.64
546,veh0,9000.0,7938.87,0.0,18.21
546,veh1,389.94,4000.0,0.0,17.63
546,veh2,10000.0,279.52,0.0,15.98
546,veh3,0.0,6093.2,0.0,18.52
546,veh4,7308.89,4000.0,0.0,11.55
546,veh5,0.0,1756.1,0.0,18.78
546,veh6,0.0,1164.96,0.0,14.35
546,veh7,0.0,9638.44,0.0,11.66
546,veh8,10000.0,9599.41,0.0,19.08
546,veh9,1986.98,5000.0,0.0,14.68
546,veh10,10000.0,9757.77,0.0,17.88
546,veh11,10000.0,4478.81,0.0,19.22
546,veh12,5000.0,4626.22,0.0,13.98
546,veh13,4910.84,2000.0,0.0,11.16
546,veh14,1292.77,4000.0,0.0,15.21
546,veh15,0.0,6867.47,0.0,14.9
546,veh16,2533.13,0.0,0.0,11.87
546,veh17,3000.0,3182.24,0.0,11.32
546,veh18,6797.24,10000.0,0.0,19.82
546,veh19,7000.0,663.43,0.0,17.1
546,veh20,6000.0,9307.21,0.0,17.76
546,veh21,9000.0,7855.15,0.0,14.41
546,veh22,211.44,3000.0,0.0,13.21
546,veh23,9000.0,9658.82,0.0,18.95
546,veh24,5000.0,428.57,0.0,17.53
546,veh25,2503.02,7000.0,0.0,13.73
546,veh26,4000.0,9216.03,0.0,12.44
546,veh27,229.45,5000.0,0.0,19.74
546,veh28,5000.0,2357.01,0.0,14.0
546,veh29,3000.0,1466.82,0.0,11.97
546,veh30,10000.0,1211.02,0.0,17.93
546,veh31,3155.48,10000.0,0.0,16.78
546,veh32,10000.0,3811.74,0.0,18.75
546,veh33,8000.0,2190.88,0.0,15.01
546,veh34,9842.26,0.0,0.0,18.03
546,veh35,0.0,2740.59,0.0,18.81
546,veh36,4000.0,1287.88,0.0,15.99
546,veh37,5883.24,0.0,0.0,18.54
546,veh38,7521.5,0.0,0.0,19.34
546,veh39,5000.0,691.45,0.0,14.11
546,veh40,387.38,0.0,0.0,19.46
546,veh41,10000.0,2424.96,0.0,19.09
546,veh42,6501.76,10000.0,0.0,15.59
546,veh43,1150.64,10000.0,0.0,16.27
546,veh44,320.14,3000.0,0.0,12.23
546,veh45,690.64,3000.0,0.0,14.09
546,veh46,1371.7,2000.0,0.0,13.97
546,veh47,2000.0,981.92,0.0,18.37
546,veh48,2992.42,2000.0,0.0,16.53
546,veh49,10000.0,8661.58,0.0,11.64
547,veh0,9000.0,7957.08,0.0,18.21
547,veh1,372.31,4000.0,0.0,17.63
547,veh2,10000.0,263.54,0.0,15.98
547,veh3,0.0,6111.72,0.0,18.52
547,veh4,7320.44,4000.0,0.0,11.55
547,veh5,0.0,1737.32,0.0,18.78
547,veh6,0.0,1150.61,0.0,14.35
547,veh7,0.0,9626.78,0.0,11.66
547,veh8,10000.0,9580.33,0.0,19.08
547,veh9,1972.3,5000.0,0.0,14.68
547,veh10,10000.0,9775.65,0.0,17.88
547,veh11,10000.0,4498.03,0.0,19.22
547,veh12,5000.0,4640.2,0.0,13.98
547,veh13,4899.68,2000.0,0.0,11.16
547,veh14,1307.98,4000.0,0.0,15.21
547,veh15,0.0,6852.57,0.0,14.9
547,veh16,2521.27,0.0,0.0,11.87
547,veh17,3000.0,3193.56,0.0,11.32
547,veh18,6817.06,10000.0,0.0,19.82
547,veh19,7000.0,646.33,0.0,17.1
547,veh20,6000.0,9289.44,0.0,17.76
547,veh21,9000.0,7869.57,0.0,14.41
547,veh22,224.65,3000.0,0.0,13.21
547,veh23,9000.0,9639.87,0.0,18.95
547,veh24,5000.0,411.04,0.0,17.53
547,veh25,2489.29,7000.0,0.0,13.73
547,veh26,4000.0,9203.59,0.0,12.44
547,veh27,209.71,5000.0,0.0,19.74
547,veh28,5000.0,2343.01,0.0,14.0
547,veh29,3000.0,1454.86,0.0,11.97
547,veh30,10000.0,1193.09,0.0,17.93
547,veh31,3172.26,10000.0,0.0,16.78
547,veh32,10000.0,3792.99,0.0,18.75
547,veh33,8000.0,2205.89,0.0,15.01
547,veh34,9860.29,0.0,0.0,18.03
547,veh35,0.0,2721.78,0.0,18.81
547,veh36,4000.0,1271.89,0.0,15.99
547,veh37,5864.69,0.0,0.0,18.54
547,veh38,7540.83,0.0,0.0,19.34
547,veh39,5000.0,705.56,0.0,14.11
547,veh40,367.92,0.0,0.0,19.46
547,veh41,10000.0,2444.05,0.0,19.09
547,veh42,6517.35,10000.0,0.0,15.59
547,veh43,1134.37,10000.0,0.0,16.27
547,veh44,307.9,3000.0,0.0,12.23
547,veh45,704.73,3000.0,0.0,14.09
547,veh46,1357.73,2000.0,0.0,13.97
547,veh47,2000.0,963.55,0.0,18.37
547,veh48,2975.89,2000.0,0.0,16.53
547,veh49,10000.0,8649.94,0.0,11.64
548,veh0,9000.0,7975.29,0.0,18.21
548,veh1,354.67,4000.0,0.0,17.63
548,veh2,10000.0,247.56,0.0,15.98
548,veh3,0.0,6130.24,0.0,18.52
548,veh4,7332.0,4000.0,0.0,11.55
548,veh5,0.0,1718.54,0.0,18.78
548,veh6,0.0,1136.26,0.0,14.35
548,veh7,0.0,9615.11,0.0,11.66
548,veh8,10000.0,9561.26,0.0,19.08
548,veh9,1957.63,5000.0,0.0,14.68
548,veh10,10000.0,9793.52,0.0,17.88
548,veh11,10000.0,4517.24,0.0,19.22
548,veh12,5000.0,4654.17,0.0,13.98
548,veh13,4888.52,2000.0,0.0,11.16
548,veh14,1323.19,4000.0,0.0,15.21
548,veh15,0.0,6837.67,0.0,14.9
548,veh16,2509.4,0.0,0.0,11.87
548,veh17,3000.0,3204.89,0.0,11.32
548,veh18,6836.88,10000.0,0.0,19.82
548,veh19,7000.0,629.23,0.0,17.1
548,veh20,6000.0,9271.68,0.0,17.76
548,veh21,9000.0,7883.98,0.0,14.41
548,veh22,237.87,3000.0,0.0,13.21
548,veh23,9000.0,9620.92,0.0,18.95
548,veh24,5000.0,393.51,0.0,17.53
548,veh25,2475.56,7000.0,0.0,13.73
548,veh26,4000.0,9191.15,0.0,12.44
548,veh27,189.97,5000.0,0.0,19.74
548,veh28,5000.0,2329.01,0.0,14.0
548,veh29,3000.0,1442.89,0.0,11.97
548,veh30,10000.0,1175.16,0.0,17.93
548,veh31,3189.05,10000.0,0.0,16.78
548,veh32,10000.0,3774.23,0.0,18.75
548,veh33,8000.0,2220.89,0.0,15.01
548,veh34,9878.31,0.0,0.0,18.03
548,veh35,0.0,2702.98,0.0,18.81
548,veh36,4000.0,1255.91,0.0,15.99
548,veh37,5846.15,0.0,0.0,18.54
548,veh38,7560.17,0.0,0.0,19.34
548,veh39,5000.0,719.67,0.0,14.11
548,veh40,348.46,0.0,0.0,19.46
548,veh41,10000.0,2463.15,0.0,19.09
548,veh42,6532.94,10000.0,0.0,15.59
548,veh43,1118.1,10000.0,0.0,16.27
548,veh44,295.67,3000.0,0.0,12.23
548,veh45,718.83,3000.0,0.0,14.09
548,veh46,1343.76,2000.0,0.0,13.97
548,veh47,2000.0,945.19,0.0,18.37
548,veh48,2959.37,2000.0,0.0,16.53
548,veh49,10000.0,8638.3,0.0,11.64
549,veh0,9000.0,7993.49,0.0,18.21
549,veh1,337.04,4000.0,0.0,17.63
549,veh2,10000.0,231.57,0.0,15.98
549,veh3,0.0,6148.76,0.0,18.52
549,veh4,7343.55,4000.0,0.0,11.55
549,veh5,0.0,1699.76,0.0,18.78
549,veh6,0.0,1121.91,0.0,14.35
549,veh7,0.0,9603.45,0.0,11.66
549,veh8,10000.0,9542.18,0.0,19.08
549,veh9,1942.95,5000.0,0.0,14.68
549,veh10,10000.0,9811.4,0.0,17.88
549,veh11,10000.0,4536.46,0.0,19.22
549,veh12,5000.0,4668.15,0.0,13.98
549,veh13,4877.36,2000.0,0.0,11.16
549,veh14,1338.4,4000.0,0.0,15.21
549,veh15,0.0,6822.77,0.0,14.9
549,veh16,2497.54,0.0,0.0,11.87
549,veh17,3000.0,3216.21,0.0,11.32
549,veh18,6856.69,10000.0,0.0,19.82
549,veh19,7000.0,612.13,0.0,17.1
549,veh20,6000.0,9253.92,0.0,17.76
549,veh21,9000.0,7898.39,0.0,14.41
549,veh22,251.08,3000.0,0.0,13.21
549,veh23,9000.0,9601.96,0.0,18.95
549,veh24,5000.0,375.98,0.0,17.53
549,veh25,2461.82,7000.0,0.0,13.73
549,veh26,4000.0,9178.7,0.0,12.44
549,veh27,170.23,5000.0,0.0,19.74
549,veh28,5000.0,2315.01,0.0,14.0
549,veh29,3000.0,1430.92,0.0,11.97
549,veh30,10000.0,1157.22,0.0,17.93
549,veh31,3205.83,10000.0,0.0,16.78
549,veh32,10000.0,3755.48,0.0,18.75
549,veh33,8000.0,2235.9,0.0,15.01
549,veh34,9896.34,0.0,0.0,18.03
549,veh35,0.0,2684.17,0.0,18.81
549,veh36,4000.0,1239.92,0.0,15.99
549,veh37,5827.6,0.0,0.0,18.54
549,veh38,7579.51,0.0,0.0,19.34
549,veh39,5000.0,733.78,0.0,14.11
549,veh40,329.0,0.0,0.0,19.46
549,veh41,10000.0,2482.24,0.0,19.09
549,veh42,6548.54,10000.0,0.0,15.59
549,veh43,1101.84,10000.0,0.0,16.27
549,veh44,283.43,3000.0,0.0,12.23
549,veh45,732.92,3000.0,0.0,14.09
549,veh46,1329.79,2000.0,0.0,13.97
549,veh47,2000.0,926.82,0.0,18.37
549,veh48,2942.84,2000.0,0.0,16.53
549,veh49,10000.0,8626.66,0.0,11.64
550,veh0,9000.0,8011.7,0.0,18.21
550,veh1,319.41,4000.0,0.0,17.63
550,veh2,10000.0,215.59,0.0,15.98
550,veh3,0.0,6167.28,0.0,18.52
550,veh4,7355.11,4000.0,0.0,11.55
550,veh5,0.0,1680.98,0.0,18.78
550,veh6,0.0,1107.56,0.0,14.35
550,veh7,0.0,9591.79,0.0,11.66
550,veh8,10000.0,9523.1,0.0,19.08
550,veh9,1928.28,5000.0,0.0,14.68
550,veh10,10000.0,9829.28,0.0,17.88
550,veh11,10000.0,4555.67,0.0,19.22
550,veh12,5000.0,4682.12,0.0,13.98
550,veh13,4866.2,2000.0,0.0,11.16
550,veh14,1353.61,4000.0,0.0,15.21
550,veh15,0.0,6807.87,0.0,14.9
550,veh16,2485.67,0.0,0.0,11.87
550,veh17,3000.0,3227.54,0.0,11.32
550,veh18,6876.51,10000.0,0.0,19.82
550,veh19,7000.0,595.03,0.0,17.1
550,veh20,6000.0,9236.15,0.0,17.76
550,veh21,9000.0,7912.8,0.0,14.41
550,veh22,264.3,3000.0,0.0,13.21
550,veh23,9000.0,9583.01,0.0,18.95
550,veh24,5000.0,358.45,0.0,17.53
550,veh25,2448.09,7000.0,0.0,13.73
550,veh26,4000.0,9166.26,0.0,12.44
550,veh27,150.49,5000.0,0.0,19.74
550,veh28,5000.0,2301.02,0.0,14.0
550,veh29,3000.0,1418.96,0.0,11.97
550,veh30,10000.0,1139.29,0.0,17.93
550,veh31,3222.62,10000.0,0.0,16.78
550,veh32,10000.0,3736.73,0.0,18.75
550,veh33,8000.0,2250.9,0.0,15.01
550,veh34,9914.37,0.0,0.0,18.03
550,veh35,0.0,2665.36,0.0,18.81
550,veh36,4000.0,1223.93,0.0,15.99
550,veh37,5809.06,0.0,0.0,18.54
550,veh38,7598.84,0.0,0.0,19.34
550,veh39,5000.0,747.89,0.0,14.11
550,veh40,309.54,0.0,0.0,19.46
550,veh41,10000.0,2501.33,0.0,19.09
550,veh42,6564.13,10000.0,0.0,15.59
550,veh43,1085.57,10000.0,0.0,16.27
550,veh44,271.2,3000.0,0.0,12.23
550,veh45,747.02,3000.0,0.0,14.09
550,veh46,1315.82,2000.0,0.0,13.97
550,veh47,2000.0,908.45,0.0,18.37
550,veh48,2926.31,2000.0,0.0,16.53
550,veh49,10000.0,8615.03,0.0,11.64
551,veh0,9000.0,8029.91,0.0,18.21
551,veh1,301.77,4000.0,0.0,17.63
551,veh2,10000.0,199.6,0.0,15.98
551,veh3,0.0,6185.8,0.0,18.52
551,veh4,7366.66,4000.0,0.0,11.55
551,veh5,0.0,1662.2,0.0,18.78
551,veh6,0.0,1093.21,0.0,14.35
551,veh7,0.0,9580.13,0.0,11.66
551,veh8,10000.0,9504.03,0.0,19.08
551,veh9,1913.6,5000.0,0.0,14.68
551,veh10,10000.0,9847.16,0.0,17.88
551,veh11,10000.0,4574.89,0.0,19.22
551,veh12,5000.0,4696.1,0.0,13.98
551,veh13,4855.04,2000.0,0.0,11.16
551,veh14,1368.82,4000.0,0.0,15.21
551,veh15,0.0,6792.97,0.0,14.9
551,veh16,2473.81,0.0,0.0,11.87
551,veh17,3000.0,3238.86,0.0,11.32
551,veh18,6896.33,10000.0,0.0,19.82
551,veh19,7000.0,577.93,0.0,17.1
551,veh20,6000.0,9218.39,0.0,17.76
551,veh21,9000.0,7927.22,0.0,14.41
551,veh22,277.51,3000.0,0.0,13.21
551,veh23,9000.0,9564.05,0.0,18.95
551,veh24,5000.0,340.92,0.0,17.53
551,veh25,2434.36,7000.0,0.0,13.73
551,veh26,4000.0,9153.81,0.0,12.44
551,veh27,130.75,5000.0,0.0,19.74
551,veh28,5000.0,2287.02,0.0,14.0
551,veh29,3000.0,1406.99,0.0,11.97
551,veh30,10000.0,1121.36,0.0,17.93
551,veh31,3239.4,10000.0,0.0,16.78
551,veh32,10000.0,3717.98,0.0,18.75
551,veh33,8000.0,2265.91,0.0,15.01
551,veh34,9932.39,0.0,0.0,18.03
551,veh35,0.0,2646.55,0.0,18.81
551,veh36,4000.0,1207.95,0.0,15.99
551,veh37,5790.52,0.0,0.0,18.54
551,veh38,7618.18,0.0,0.0,19.34
551,veh39,5000.0,762.0,0.0,14.11
551,veh40,290.09,0.0,0.0,19.46
551,veh41,10000.0,2520.43,0.0,19.09
551,veh42,6579.72,10000.0,0.0,15.59
551,veh43,1069.3,10000.0,0.0,16.27
551,veh44,258.96,3000.0,0.0,12.23
551,veh45,761.11,3000.0,0.0,14.09
551,veh46,1301.85,2000.0,0.0,13.97
551,veh47,2000.0,890.09,0.0,18.37
551,veh48,2909.78,2000.0,0.0,16.53
551,veh49,10000.0,8603.39,0.0,11.64
552,veh0,9000.0,8048.12,0.0,18.21
552,veh1,284.14,4000.0,0.0,17.63
552,veh2,10000.0,183.62,0.0,15.98
552,veh3,0.0,6204.32,0.0,18.52
552,veh4,7378.22,4000.0,0.0,11.55
552,veh5,0.0,1643.42,0.0,18.78
552,veh6,0.0,1078.86,0.0,14.35
552,veh7,0.0,9568.46,0.0,11.66
552,veh8,10000.0,9484.95,0.0,19.08
552,veh9,1898.93,5000.0,0.0,14.68
552,veh10,10000.0,9865.04,0.0,17.88
552,veh11,10000.0,4594.11,0.0,19.22
552,veh12,5000.0,4710.08,0.0,13.98
552,veh13,4843.87,2000.0,0.0,11.16
552,veh14,1384.03,4000.0,0.0,15.21
552,veh15,0.0,6778.06,0.0,14.9
552,veh16,2461.94,0.0,0.0,11.87
552,veh17,3000.0,3250.19,0.0,11.32
552,veh18,6916.14,10000.0,0.0,19.82
552,veh19,7000.0,560.83,0.0,17.1
552,veh20,6000.0,9200.63,0.0,17.76
552,veh21,9000.0,7941.63,0.0,14.41
552,veh22,290.73,3000.0,0.0,13.21
552,veh23,9000.0,9545.1,0.0,18.95
552,veh24,5000.0,323.39,0.0,17.53
552,veh25,2420.63,7000.0,0.0,13.73
552,veh26,4000.0,9141.37,0.0,12.44
552,veh27,111.02,5000.0,0.0,19.74
552,veh28,5000.0,2273.02,0.0,14.0
552,veh29,3000.0,1395.03,0.0,11.97
552,veh30,10000.0,1103.43,0.0,17.93
552,veh31,3256.18,10000.0,0.0,16.78
552,veh32,10000.0,3699.22,0.0,18.75
552,veh33,8000.0,2280.92,0.0,15.01
552,veh34,9950.42,0.0,0.0,18.03
552,veh35,0.0,2627.75,0.0,18.81
552,veh36,4000.0,1191.96,0.0,15.99
552,veh37,5771.97,0.0,0.0,18.54
552,veh38,7637.51,0.0,0.0,19.34
552,veh39,5000.0,776.12,0.0,14.11
552,veh40,270.63,0.0,0.0,19.46
552,veh41,10000.0,2539.52,0.0,19.09
552,veh42,6595.31,10000.0,0.0,15.59
552,veh43,1053.04,10000.0,0.0,16.27
552,veh44,246.73,3000.0,0.0,12.23
552,veh45,775.21,3000.0,0.0,14.09
552,veh46,1287.87,2000.0,0.0,13.97
552,veh47,2000.0,871.72,0.0,18.37
552,veh48,2893.26,2000.0,0.0,16.53
552,veh49,10000.0,8591.75,0.0,11.64
553,veh0,9000.0,8066.33,0.0,18.21
553,veh1,266.51,4000.0,0.0,17.63
553,veh2,10000.0,167.63,0.0,15.98
553,veh3,0.0,6222.84,0.0,18.52
553,veh4,7389.77,4000.0,0.0,11.55
553,veh5,0.0,1624.64,0.0,18.78
553,veh6,0.0,1064.51,0.0,14.35
553,veh7,0.0,9556.8,0.0,11.66
553,veh8,10000.0,9465.88,0.0,19.08
553,veh9,1884.25,5000.0,0.0,14.68
553,veh10,10000.0,9882.91,0.0,17.88
553,veh11,10000.0,4613.32,0.0,19.22
553,veh12,5000.0,4724.05,0.0,13.98
553,veh13,4832.71,2000.0,0.0,11.16
553,veh14,1399.23,4000.0,0.0,15.21
553,veh15,0.0,6763.16,0.0,14.9
553,veh16,2450.07,0.0,0.0,11.87
553,veh17,3000.0,3261.51,0.0,11.32
553,veh18,6935.96,10000.0,0.0,19.82
553,veh19,7000.0,543.73,0.0,17.1
553,veh20,6000.0,9182.86,0.0,17.76
553,veh21,9000.0,7956.04,0.0,14.41
553,veh22,303.94,3000.0,0.0,13.21
553,veh23,9000.0,9526.15,0.0,18.95
553,veh24,5000.0,305.86,0.0,17.53
553,veh25,2406.9,7000.0,0.0,13.73
553,veh26,4000.0,9128.93,0.0,12.44
553,veh27,91.28,5000.0,0.0,19.74
553,veh28,5000.0,2259.02,0.0,14.0
553,veh29,3000.0,1383.06,0.0,11.97
553,veh30,10000.0,1085.5,0.0,17.93
553,veh31,3272.97,10000.0,0.0,16.78
553,veh32,10000.0,3680.47,0.0,18.75
553,veh33,8000.0,2295.92,0.0,15.01
553,veh34,9968.44,0.0,0.0,18.03
553,veh35,0.0,2608.94,0.0,18.81
553,veh36,4000.0,1175.98,0.0,15.99
553,veh37,5753.43,0.0,0.0,18.54
553,veh38,7656.85,0.0,0.0,19.34
553,veh39,5000.0,790.23,0.0,14.11
553,veh40,251.17,0.0,0.0,19.46
553,veh41,10000.0,2558.62,0.0,19.09
553,veh42,6610.9,10000.0,0.0,15.59
553,veh43,1036.77,10000.0,0.0,16.27
553,veh44,234.5,3000.0,0.0,12.23
553,veh45,789.3,3000.0,0.0,14.09
553,veh46,1273.9,2000.0,0.0,13.97
553,veh47,2000.0,853.35,0.0,18.37
553,veh48,2876.73,2000.0,0.0,16.53
553,veh49,10000.0,8580.11,0.0,11.64
554,veh0,9000.0,8084.54,0.0,18.21
554,veh1,248.87,4000.0,0.0,17.63
554,veh2,10000.0,151.65,0.0,15.98
554,veh3,0.0,6241.36,0.0,18.52
554,veh4,7401.33,4000.0,0.0,11.55
554,veh5,0.0,1605.87,0.0,18.78
554,veh6,0.0,1050.16,0.0,14.35
554,veh7,0.0,9545.14,0.0,11.66
554,veh8,10000.0,9446.8,0.0,19.08
554,veh9,1869.57,5000.0,0.0,14.68
554,veh10,10000.0,9900.79,0.0,17.88
554,veh11,10000.0,4632.54,0.0,19.22
554,veh12,5000.0,4738.03,0.0,13.98
554,veh13,4821.55,2000.0,0.0,11.16
554,veh14,1414.44,4000.0,0.0,15.21
554,veh15,0.0,6748.26,0.0,14.9
554,veh16,2438.21,0.0,0.0,11.87
554,veh17,3000.0,3272.84,0.0,11.32
554,veh18,6955.78,10000.0,0.0,19.82
554,veh19,7000.0,526.63,0.0,17.1
554,veh20,6000.0,9165.1,0.0,17.76
554,veh21,9000.0,7970.46,0.0,14.41
554,veh22,317.15,3000.0,0.0,13.21
554,veh23,9000.0,9507.19,0.0,18.95
554,veh24,5000.0,288.33,0.0,17.53
554,veh25,2393.17,7000.0,0.0,13.73
554,veh26,4000.0,9116.48,0.0,12.44
554,veh27,71.54,5000.0,0.0,19.74
554,veh28,5000.0,2245.02,0.0,14.0
554,veh29,3000.0,1371.1,0.0,11.97
554,veh30,10000.0,1067.57,0.0,17.93
554,veh31,3289.75,10000.0,0.0,16.78
554,veh32,10000.0,3661.72,0.0,18.75
554,veh33,8000.0,2310.93,0.0,15.01
554,veh34,9986.47,0.0,0.0,18.03
554,veh35,0.0,2590.13,0.0,18.81
554,veh36,4000.0,1159.99,0.0,15.99
554,veh37,5734.88,0.0,0.0,18.54
554,veh38,7676.18,0.0,0.0,19.34
554,veh39,5000.0,804.34,0.0,14.11
554,veh40,231.71,0.0,0.0,19.46
554,veh41,10000.0,2577.71,0.0,19.09
554,veh42,6626.49,10000.0,0.0,15.59
554,veh43,1020.5,10000.0,0.0,16.27
554,veh44,222.26,3000.0,0.0,12.23
554,veh45,803.39,3000.0,0.0,14.09
554,veh46,1259.93,2000.0,0.0,13.97
554,veh47,2000.0,834.99,0.0,18.37
554,veh48,2860.2,2000.0,0.0,16.53
554,veh49,10000.0,8568.47,0.0,11.64
555,veh0,9000.0,8102.74,0.0,18.21
555,veh1,231.24,4000.0,0.0,17.63
555,veh2,10000.0,135.66,0.0,15.98
555,veh3,0.0,6259.88,0.0,18.52
555,veh4,7412.88,4000.0,0.0,11.55
555,veh5,0.0,1587.09,0.0,18.78
555,veh6,0.0,1035.81,0.0,14.35
555,veh7,0.0,9533.47,0.0,11.66
555,veh8,10000.0,9427.72,0.0,19.08
555,veh9,1854.9,5000.0,0.0,14.68
555,veh10,10000.0,9918.67,0.0,17.88
555,veh11,10000.0,4651.75,0.0,19.22
555,veh12,5000.0,4752.01,0.0,13.98
555,veh13,4810.39,2000.0,0.0,11.16
555,veh14,1429.65,4000.0,0.0,15.21
555,veh15,0.0,6733.36,0.0,14.9
555,veh16,2426.34,0.0,0.0,11.87
555,veh17,3000.0,3284.16,0.0,11.32
555,veh18,6975.6,10000.0,0.0,19.82
555,veh19,7000.0,509.53,0.0,17.1
555,veh20,6000.0,9147.33,0.0,17.76
555,veh21,9000.0,7984.87,0.0,14.41
555,veh22,330.37,3000.0,0.0,13.21
555,veh23,9000.0,9488.24,0.0,18.95
555,veh24,5000.0,270.8,0.0,17.53
555,veh25,2379.44,7000.0,0.0,13.73
555,veh26,4000.0,9104.04,0.0,12.44
555,veh27,51.8,5000.0,0.0,19.74
555,veh28,5000.0,2231.03,0.0,14.0
